Attrition,Business Travel,CF_age band,CF_attrition label,Department,Education Field,emp no,Employee Number,Gender,Job Role,Marital Status,Over Time,Over18,Training Times Last Year,Age,CF_current Employee,Daily Rate,Distance From Home,Education,Employee Count,Environment Satisfaction,Hourly Rate,Job Involvement,Job Level,Job Satisfaction,Monthly Income,Monthly Rate,Num Companies Worked,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Standard Hours,Stock Option Level,Total Working Years,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
No,Non-Travel,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1133,1133,Male,Manufacturing Director,Single,No,Y,0,36,1,217,18,Master's Degree,1,1,78,3,2,4,7779,23238,2,20,4,1,80,0,18,3,11,9,0,9
No,Travel_Frequently,25 - 34,Current Employees,Sales,Life Sciences,STAFF-1135,1135,Male,Sales Representative,Married,No,Y,4,31,1,793,20,Bachelor's Degree,1,3,67,4,1,4,2791,21981,0,12,3,1,80,1,3,3,2,2,2,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1136,1136,Male,Research Scientist,Married,No,Y,2,28,1,1451,2,High School,1,1,67,2,1,2,3201,19911,0,17,3,1,80,0,6,1,5,3,0,4
No,Travel_Frequently,35 - 44,Current Employees,Sales,Marketing,STAFF-1137,1137,Male,Sales Executive,Divorced,No,Y,3,35,1,1182,11,Associates Degree,1,4,54,3,2,4,4968,18500,1,11,3,4,80,1,5,3,5,2,0,2
No,Travel_Rarely,45 - 54,Current Employees,Sales,Technical Degree,STAFF-1138,1138,Male,Sales Executive,Married,No,Y,3,49,1,174,8,Master's Degree,1,4,56,2,4,2,13120,11879,6,17,3,2,80,1,22,3,9,8,2,3
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1140,1140,Male,Manufacturing Director,Single,No,Y,3,34,1,1003,2,Associates Degree,1,4,95,3,2,3,4033,15834,2,11,3,4,80,0,5,2,3,2,0,2
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1143,1143,Female,Research Scientist,Divorced,No,Y,2,29,1,490,10,Bachelor's Degree,1,4,61,3,1,2,3291,17940,0,14,3,4,80,2,8,2,7,5,1,1
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,STAFF-1148,1148,Male,Laboratory Technician,Single,No,Y,3,42,1,188,29,Bachelor's Degree,1,2,56,1,2,4,4272,9558,4,19,3,1,80,0,16,3,1,0,0,0
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-1150,1150,Male,Manufacturing Director,Married,Yes,Y,2,29,1,718,8,High School,1,2,79,2,2,4,5056,17689,1,15,3,3,80,1,10,2,10,7,1,2
No,Travel_Rarely,35 - 44,Current Employees,HR,Human Resources,STAFF-1152,1152,Male,Human Resources,Married,No,Y,2,38,1,433,1,Bachelor's Degree,1,3,37,4,1,3,2844,6004,1,13,3,4,80,1,7,4,7,6,5,0
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1154,1154,Male,Research Scientist,Divorced,Yes,Y,2,28,1,773,6,Bachelor's Degree,1,3,39,2,1,3,2703,22088,1,14,3,4,80,1,3,3,3,1,0,2
Yes,Non-Travel,Under 25,Ex-Employees,R&D,Medical,STAFF-1156,1156,Male,Laboratory Technician,Single,No,Y,0,18,0,247,8,High School,1,3,80,3,1,3,1904,13556,1,12,3,4,80,0,0,3,0,0,0,0
Yes,Travel_Rarely,25 - 34,Ex-Employees,Sales,Marketing,STAFF-1157,1157,Female,Sales Executive,Single,Yes,Y,3,33,0,603,9,Master's Degree,1,1,77,3,2,1,8224,18385,0,17,3,1,80,0,6,3,5,2,0,3
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1158,1158,Male,Laboratory Technician,Married,Yes,Y,4,41,1,167,12,Master's Degree,1,2,46,3,1,4,4766,9051,3,11,3,1,80,1,6,3,1,0,0,0
Yes,Travel_Frequently,25 - 34,Ex-Employees,R&D,Medical,STAFF-1160,1160,Male,Laboratory Technician,Married,No,Y,5,31,0,874,15,Bachelor's Degree,1,3,72,3,1,3,2610,6233,1,12,3,3,80,1,2,2,2,2,2,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,STAFF-1161,1161,Female,Healthcare Representative,Divorced,No,Y,2,37,1,367,25,Associates Degree,1,3,52,2,2,4,5731,17171,7,13,3,3,80,2,9,3,6,2,1,3
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1162,1162,Male,Research Scientist,Married,No,Y,0,27,1,199,6,Bachelor's Degree,1,4,55,2,1,3,2539,7950,1,13,3,3,80,1,4,3,4,2,2,2
No,Travel_Rarely,25 - 34,Current Employees,Sales,Life Sciences,STAFF-1163,1163,Female,Sales Executive,Married,No,Y,3,34,1,1400,9,High School,1,2,70,3,2,3,5714,5829,1,20,4,1,80,0,6,2,6,5,1,3
No,Travel_Rarely,35 - 44,Current Employees,HR,Technical Degree,STAFF-1164,1164,Male,Human Resources,Single,No,Y,2,35,1,528,8,Master's Degree,1,3,100,3,1,3,4323,7108,1,17,3,2,80,0,6,1,5,4,1,4
Yes,Travel_Rarely,25 - 34,Ex-Employees,Sales,Life Sciences,STAFF-1165,1165,Female,Sales Executive,Married,No,Y,3,29,0,408,23,High School,1,4,45,2,3,1,7336,11162,1,13,3,1,80,1,11,1,11,8,3,10
No,Travel_Frequently,35 - 44,Current Employees,R&D,Medical,STAFF-1166,1166,Female,Research Director,Single,No,Y,3,40,1,593,9,Master's Degree,1,2,88,3,3,3,13499,13782,9,17,3,3,80,0,20,2,18,7,2,13
Yes,Travel_Frequently,35 - 44,Ex-Employees,Sales,Life Sciences,STAFF-1167,1167,Male,Sales Executive,Single,Yes,Y,2,42,0,481,12,Bachelor's Degree,1,3,44,3,4,1,13758,2447,0,12,3,2,80,0,22,2,21,9,13,14
No,Travel_Rarely,35 - 44,Current Employees,Sales,Marketing,STAFF-1171,1171,Male,Sales Executive,Single,No,Y,3,42,1,647,4,Master's Degree,1,2,45,3,2,1,5155,2253,7,13,3,4,80,0,9,4,6,4,1,5
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,STAFF-1172,1172,Male,Laboratory Technician,Married,No,Y,2,35,1,982,1,Master's Degree,1,4,58,2,1,3,2258,16340,6,12,3,2,80,1,10,3,8,0,1,7
No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,STAFF-1173,1173,Male,Laboratory Technician,Single,No,Y,2,24,1,477,24,Bachelor's Degree,1,4,49,3,1,2,3597,6409,8,22,4,4,80,0,6,3,4,3,1,2
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Life Sciences,STAFF-1175,1175,Female,Laboratory Technician,Married,Yes,Y,4,28,0,1485,12,High School,1,3,79,3,1,4,2515,22955,1,11,3,4,80,0,1,2,1,1,0,0
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-1177,1177,Male,Laboratory Technician,Married,No,Y,2,26,1,1384,3,Master's Degree,1,1,82,4,1,4,4420,13421,1,22,4,2,80,1,8,3,8,7,0,7
No,Travel_Rarely,25 - 34,Current Employees,Sales,Marketing,STAFF-1179,1179,Male,Sales Executive,Married,No,Y,3,30,1,852,10,Bachelor's Degree,1,3,72,2,2,3,6578,2706,1,18,3,1,80,1,10,3,10,3,1,4
No,Travel_Frequently,35 - 44,Current Employees,R&D,Medical,STAFF-1180,1180,Female,Research Scientist,Married,Yes,Y,3,40,1,902,26,Associates Degree,1,3,92,2,2,4,4422,21203,3,13,3,4,80,1,16,1,1,1,0,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1182,1182,Male,Manufacturing Director,Divorced,No,Y,2,35,1,819,2,Bachelor's Degree,1,3,44,2,3,2,10274,19588,2,18,3,2,80,1,15,4,7,7,6,4
No,Travel_Frequently,25 - 34,Current Employees,R&D,Medical,STAFF-1184,1184,Male,Healthcare Representative,Single,No,Y,3,34,1,669,1,Bachelor's Degree,1,4,97,2,2,1,5343,25755,0,20,4,3,80,0,14,3,13,9,4,9
No,Travel_Frequently,35 - 44,Current Employees,R&D,Other,STAFF-1185,1185,Male,Laboratory Technician,Married,No,Y,2,35,1,636,4,Master's Degree,1,4,47,2,1,4,2376,26537,1,13,3,2,80,1,2,4,2,2,2,2
Yes,Travel_Rarely,35 - 44,Ex-Employees,Sales,Marketing,STAFF-1188,1188,Female,Sales Executive,Single,No,Y,2,43,0,1372,9,Bachelor's Degree,1,1,85,1,2,3,5346,9489,8,13,3,2,80,0,7,2,4,3,1,3
No,Non-Travel,25 - 34,Current Employees,Sales,Life Sciences,STAFF-1190,1190,Female,Sales Representative,Divorced,No,Y,3,32,1,862,2,High School,1,3,76,3,1,1,2827,14947,1,12,3,3,80,3,1,3,1,0,0,0
No,Travel_Rarely,Over 55,Current Employees,R&D,Technical Degree,STAFF-1191,1191,Female,Manager,Divorced,No,Y,2,56,1,718,4,Master's Degree,1,4,92,3,5,1,19943,18575,4,13,3,4,80,1,28,3,5,2,4,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-1192,1192,Female,Laboratory Technician,Married,No,Y,5,29,1,1401,6,High School,1,2,54,3,1,4,3131,26342,1,13,3,1,80,1,10,3,10,8,0,8
No,Travel_Rarely,Under 25,Current Employees,R&D,Life Sciences,STAFF-1193,1193,Male,Research Scientist,Single,No,Y,4,19,1,645,9,Associates Degree,1,3,54,3,1,1,2552,7172,1,25,4,3,80,0,1,3,1,1,0,0
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,STAFF-1195,1195,Female,Research Scientist,Married,Yes,Y,2,45,1,1457,7,Bachelor's Degree,1,1,83,3,1,3,4477,20100,4,19,3,3,80,1,7,2,3,2,0,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1196,1196,Female,Manufacturing Director,Married,No,Y,2,37,1,977,1,Bachelor's Degree,1,4,56,2,2,4,6474,9961,1,13,3,2,80,1,14,2,14,8,3,11
No,Travel_Rarely,Under 25,Current Employees,R&D,Life Sciences,STAFF-1198,1198,Male,Laboratory Technician,Single,No,Y,2,20,1,805,3,Bachelor's Degree,1,1,87,2,1,3,3033,12828,1,12,3,1,80,0,2,2,2,2,1,2
Yes,Travel_Rarely,35 - 44,Ex-Employees,R&D,Life Sciences,STAFF-1200,1200,Male,Research Scientist,Single,Yes,Y,4,44,0,1097,10,Master's Degree,1,3,96,3,1,3,2936,10826,1,11,3,3,80,0,6,3,6,4,0,2
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,STAFF-1201,1201,Female,Manager,Divorced,No,Y,6,53,1,1223,7,Associates Degree,1,4,50,3,5,3,18606,18640,3,18,3,2,80,1,26,3,7,7,4,7
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1202,1202,Female,Research Scientist,Married,Yes,Y,2,29,1,942,15,High School,1,2,69,1,1,4,2168,26933,0,18,3,1,80,1,6,2,5,4,1,3
Yes,Travel_Frequently,Under 25,Ex-Employees,R&D,Life Sciences,STAFF-1203,1203,Male,Research Scientist,Married,Yes,Y,5,22,0,1256,3,Master's Degree,1,3,48,2,1,4,2853,4223,0,11,3,2,80,1,1,3,0,0,0,0
No,Travel_Rarely,45 - 54,Current Employees,Sales,Marketing,STAFF-1204,1204,Female,Manager,Married,No,Y,2,46,1,1402,2,Bachelor's Degree,1,3,69,3,4,1,17048,24097,8,23,4,1,80,0,28,3,26,15,15,9
No,Non-Travel,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1206,1206,Male,Research Scientist,Single,No,Y,3,44,1,111,17,Bachelor's Degree,1,4,74,1,1,3,2290,4279,2,13,3,4,80,0,6,3,0,0,0,0
No,Travel_Rarely,25 - 34,Current Employees,HR,Human Resources,STAFF-1207,1207,Male,Human Resources,Married,No,Y,2,33,1,147,2,Bachelor's Degree,1,2,99,3,1,3,3600,8429,1,13,3,4,80,1,5,3,5,4,1,4
Yes,Non-Travel,35 - 44,Ex-Employees,R&D,Life Sciences,STAFF-1210,1210,Male,Research Scientist,Divorced,No,Y,2,41,0,906,5,Associates Degree,1,1,95,2,1,1,2107,20293,6,17,3,1,80,1,5,1,1,0,0,0
No,Travel_Rarely,25 - 34,Current Employees,Sales,Life Sciences,STAFF-1211,1211,Male,Sales Executive,Divorced,No,Y,3,30,1,1329,29,Master's Degree,1,3,61,3,2,1,4115,13192,8,19,3,3,80,3,8,3,4,3,0,3
No,Travel_Frequently,35 - 44,Current Employees,Sales,Medical,STAFF-1212,1212,Male,Sales Executive,Married,No,Y,2,40,1,1184,2,Master's Degree,1,2,62,3,2,2,4327,25440,5,12,3,4,80,3,5,3,0,0,0,0
No,Travel_Frequently,45 - 54,Current Employees,R&D,Medical,STAFF-1215,1215,Female,Manager,Married,No,Y,3,50,1,1421,2,Bachelor's Degree,1,4,30,3,4,1,17856,9490,2,22,4,3,80,1,32,3,2,2,2,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-1216,1216,Male,Laboratory Technician,Married,No,Y,2,28,1,1179,19,Master's Degree,1,4,78,2,1,1,3196,12449,1,12,3,3,80,3,6,3,6,5,3,3
No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,STAFF-1217,1217,Male,Research Director,Married,No,Y,2,46,1,1450,15,Associates Degree,1,4,52,3,5,2,19081,10849,5,11,3,1,80,1,25,3,4,2,0,3
No,Travel_Rarely,35 - 44,Current Employees,Sales,Life Sciences,STAFF-1218,1218,Male,Sales Executive,Married,Yes,Y,2,35,1,1361,17,Master's Degree,1,3,94,3,2,1,8966,21026,3,15,3,4,80,3,15,3,7,7,1,7
Yes,Travel_Rarely,Under 25,Ex-Employees,R&D,Life Sciences,STAFF-1219,1219,Female,Laboratory Technician,Married,No,Y,3,24,0,984,17,Associates Degree,1,4,97,3,1,2,2210,3372,1,13,3,1,80,1,1,1,1,0,0,0
No,Travel_Frequently,25 - 34,Current Employees,Sales,Medical,STAFF-1220,1220,Female,Sales Executive,Married,No,Y,3,33,1,1146,25,Bachelor's Degree,1,2,82,3,2,3,4539,4905,1,12,3,1,80,1,10,2,10,7,0,1
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1221,1221,Male,Laboratory Technician,Divorced,No,Y,4,36,1,917,6,Master's Degree,1,3,60,1,1,3,2741,6865,1,14,3,3,80,1,7,3,7,7,1,7
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1224,1224,Male,Laboratory Technician,Divorced,No,Y,4,30,1,853,7,Master's Degree,1,3,49,3,2,3,3491,11309,1,13,3,1,80,3,10,2,10,7,8,9
No,Travel_Rarely,35 - 44,Current Employees,R&D,Other,STAFF-1225,1225,Male,Research Scientist,Single,No,Y,3,44,1,200,29,Master's Degree,1,4,32,3,2,4,4541,7744,1,25,4,2,80,0,20,3,20,11,13,17
No,Travel_Rarely,Under 25,Current Employees,Sales,Marketing,STAFF-1226,1226,Male,Sales Representative,Single,No,Y,2,20,1,654,21,Bachelor's Degree,1,3,43,4,1,4,2678,5050,1,17,3,4,80,0,2,3,2,1,2,2
No,Travel_Rarely,45 - 54,Current Employees,R&D,Technical Degree,STAFF-1228,1228,Male,Manufacturing Director,Divorced,No,Y,3,46,1,150,2,Master's Degree,1,4,60,3,2,4,7379,17433,2,11,3,3,80,1,12,2,6,3,1,4
No,Non-Travel,35 - 44,Current Employees,HR,Medical,STAFF-1231,1231,Male,Human Resources,Married,No,Y,3,42,1,179,2,Doctoral Degree,1,4,79,4,2,1,6272,12858,7,16,3,1,80,1,10,4,4,3,0,3
No,Travel_Rarely,Over 55,Current Employees,Sales,Marketing,STAFF-1233,1233,Male,Sales Executive,Divorced,Yes,Y,3,60,1,696,7,Master's Degree,1,2,52,4,2,4,5220,10893,0,18,3,2,80,1,12,3,11,7,1,9
No,Travel_Frequently,25 - 34,Current Employees,R&D,Other,STAFF-1234,1234,Female,Laboratory Technician,Married,No,Y,2,32,1,116,13,Bachelor's Degree,1,3,77,2,1,2,2743,7331,1,20,4,3,80,1,2,3,2,2,2,2
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1235,1235,Female,Research Scientist,Single,Yes,Y,2,32,1,1316,2,Associates Degree,1,4,38,3,2,3,4998,2338,4,14,3,4,80,0,10,3,8,7,0,7
No,Travel_Rarely,35 - 44,Current Employees,R&D,Technical Degree,STAFF-1237,1237,Female,Manufacturing Director,Divorced,Yes,Y,2,36,1,363,1,Bachelor's Degree,1,3,77,1,3,1,10252,4235,2,21,4,3,80,1,17,3,7,7,7,7
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-1238,1238,Male,Research Scientist,Married,No,Y,5,33,1,117,9,Bachelor's Degree,1,1,60,3,1,4,2781,6311,0,13,3,2,80,1,15,3,14,10,4,10
No,Travel_Rarely,35 - 44,Current Employees,Sales,Technical Degree,STAFF-1239,1239,Female,Sales Executive,Divorced,No,Y,2,40,1,107,10,Bachelor's Degree,1,2,84,2,2,2,6852,11591,7,12,3,2,80,1,7,4,5,1,1,3
No,Travel_Rarely,25 - 34,Current Employees,Sales,Life Sciences,STAFF-1240,1240,Male,Sales Executive,Single,No,Y,4,25,1,1356,10,Master's Degree,1,3,57,3,2,4,4950,20623,0,14,3,2,80,0,5,3,4,3,1,1
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-1241,1241,Male,Research Scientist,Married,Yes,Y,2,30,1,1465,1,Bachelor's Degree,1,4,63,3,1,2,3579,9369,0,21,4,1,80,1,12,3,11,9,5,7
No,Travel_Frequently,35 - 44,Current Employees,R&D,Medical,STAFF-1242,1242,Female,Research Director,Married,Yes,Y,6,42,1,458,26,Doctoral Degree,1,1,60,3,3,1,13191,23281,3,17,3,3,80,0,20,3,1,0,0,0
No,Non-Travel,35 - 44,Current Employees,Sales,Marketing,STAFF-1243,1243,Female,Sales Executive,Married,Yes,Y,6,35,1,1212,8,Associates Degree,1,3,78,2,3,4,10377,13755,4,11,3,2,80,1,16,2,13,2,4,12
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1244,1244,Male,Research Scientist,Married,Yes,Y,3,27,1,1103,14,Bachelor's Degree,1,1,42,3,1,1,2235,14377,1,14,3,4,80,2,9,2,9,7,6,8
No,Travel_Frequently,45 - 54,Current Employees,R&D,Life Sciences,STAFF-1245,1245,Female,Manufacturing Director,Divorced,No,Y,2,54,1,966,1,Master's Degree,1,4,53,3,3,3,10502,9659,7,17,3,1,80,1,33,1,5,4,1,4
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1246,1246,Female,Research Scientist,Married,No,Y,5,44,1,1117,2,High School,1,1,72,4,1,4,2011,19982,1,13,3,4,80,1,10,3,10,5,7,7
Yes,Non-Travel,Under 25,Ex-Employees,R&D,Medical,STAFF-1248,1248,Female,Research Scientist,Single,Yes,Y,2,19,0,504,10,Bachelor's Degree,1,1,96,2,1,2,1859,6148,1,25,4,2,80,0,1,4,1,1,0,0
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1249,1249,Female,Research Scientist,Divorced,No,Y,5,29,1,1010,1,Bachelor's Degree,1,1,97,3,1,4,3760,5598,1,15,3,1,80,3,3,3,3,2,1,2
No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,STAFF-1250,1250,Male,Research Director,Married,No,Y,2,54,1,685,3,Bachelor's Degree,1,4,85,3,4,4,17779,23474,3,14,3,1,80,0,36,3,10,9,0,9
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-1251,1251,Male,Healthcare Representative,Married,Yes,Y,2,31,1,1332,11,Associates Degree,1,3,80,3,2,1,6833,17089,1,12,3,4,80,0,6,2,6,5,0,1
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-1252,1252,Female,Healthcare Representative,Single,No,Y,2,31,1,1062,24,Bachelor's Degree,1,3,96,2,2,1,6812,17198,1,19,3,2,80,0,10,3,10,9,1,8
No,Travel_Rarely,Over 55,Current Employees,Sales,Life Sciences,STAFF-1254,1254,Female,Sales Executive,Single,No,Y,2,59,1,326,3,Bachelor's Degree,1,3,48,2,2,4,5171,16490,5,17,3,4,80,0,13,3,6,1,0,5
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1255,1255,Male,Research Director,Married,No,Y,2,43,1,920,3,Bachelor's Degree,1,3,96,1,5,4,19740,18625,3,14,3,2,80,1,25,3,8,7,0,7
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,STAFF-1256,1256,Male,Manager,Married,No,Y,2,49,1,1098,4,Associates Degree,1,1,85,2,5,3,18711,12124,2,13,3,3,80,1,23,4,1,0,0,0
No,Travel_Frequently,35 - 44,Current Employees,R&D,Technical Degree,STAFF-1257,1257,Male,Research Scientist,Married,No,Y,2,36,1,469,3,Bachelor's Degree,1,3,46,3,1,2,3692,9256,1,12,3,3,80,0,12,2,11,10,0,7
No,Travel_Rarely,45 - 54,Current Employees,R&D,Technical Degree,STAFF-1258,1258,Male,Laboratory Technician,Single,No,Y,4,48,1,969,2,Associates Degree,1,4,76,4,1,2,2559,16620,5,11,3,3,80,0,7,2,1,0,0,0
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1259,1259,Male,Research Scientist,Divorced,No,Y,2,27,1,1167,4,Associates Degree,1,1,76,3,1,3,2517,3208,1,11,3,2,80,3,5,3,5,3,0,3
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1260,1260,Male,Healthcare Representative,Divorced,Yes,Y,2,29,1,1329,7,Bachelor's Degree,1,3,82,3,2,4,6623,4204,1,11,3,2,80,2,6,3,6,0,1,0
No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,STAFF-1263,1263,Male,Research Director,Single,No,Y,3,48,1,715,1,Bachelor's Degree,1,4,76,2,5,4,18265,8733,6,12,3,3,80,0,25,4,1,0,0,0
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1264,1264,Female,Research Director,Divorced,No,Y,2,29,1,694,1,Bachelor's Degree,1,4,87,2,4,4,16124,3423,3,14,3,2,80,2,9,2,7,7,1,7
No,Travel_Rarely,25 - 34,Current Employees,R&D,Technical Degree,STAFF-1265,1265,Female,Research Scientist,Married,No,Y,5,34,1,1320,20,Bachelor's Degree,1,3,89,4,1,3,2585,21643,0,17,3,4,80,0,2,2,1,0,0,0
No,Travel_Rarely,35 - 44,Current Employees,Sales,Marketing,STAFF-1267,1267,Male,Manager,Married,No,Y,5,44,1,1099,5,Bachelor's Degree,1,2,88,3,5,2,18213,8751,7,11,3,3,80,1,26,3,22,9,3,10
No,Travel_Rarely,25 - 34,Current Employees,Sales,Marketing,STAFF-1268,1268,Male,Sales Executive,Divorced,Yes,Y,3,33,1,536,10,Doctoral Degree,1,4,82,4,3,3,8380,21708,0,14,3,4,80,2,10,3,9,8,0,8
No,Travel_Rarely,Under 25,Current Employees,R&D,Life Sciences,STAFF-1269,1269,Female,Research Scientist,Single,Yes,Y,2,19,1,265,25,Bachelor's Degree,1,2,57,4,1,4,2994,21221,1,12,3,4,80,0,1,3,1,0,0,1
No,Travel_Rarely,Under 25,Current Employees,R&D,Life Sciences,STAFF-1270,1270,Male,Research Scientist,Married,No,Y,2,23,1,373,1,Associates Degree,1,4,47,3,1,3,1223,16901,1,22,4,4,80,1,1,3,1,0,0,1
Yes,Travel_Frequently,25 - 34,Ex-Employees,Sales,Life Sciences,STAFF-1273,1273,Male,Sales Representative,Single,Yes,Y,4,25,0,599,24,High School,1,3,73,1,1,4,1118,8040,1,14,3,4,80,0,1,3,1,0,1,0
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1275,1275,Male,Research Scientist,Single,Yes,Y,2,26,1,583,4,Associates Degree,1,3,53,3,1,4,2875,9973,1,20,4,2,80,0,8,2,8,5,2,2
Yes,Travel_Rarely,45 - 54,Ex-Employees,Sales,Marketing,STAFF-1277,1277,Female,Manager,Single,Yes,Y,2,45,0,1449,2,Bachelor's Degree,1,1,94,1,5,2,18824,2493,2,16,3,1,80,0,26,3,24,10,1,11
No,Non-Travel,Over 55,Current Employees,R&D,Medical,STAFF-1278,1278,Male,Healthcare Representative,Divorced,Yes,Y,3,55,1,177,8,High School,1,4,37,2,4,2,13577,25592,1,15,3,4,80,1,34,3,33,9,15,0
Yes,Travel_Frequently,Under 25,Ex-Employees,R&D,Life Sciences,STAFF-1279,1279,Female,Laboratory Technician,Single,No,Y,2,21,0,251,10,Associates Degree,1,1,45,2,1,3,2625,25308,1,20,4,3,80,0,2,1,2,2,2,2
No,Travel_Rarely,45 - 54,Current Employees,Sales,Marketing,STAFF-1280,1280,Female,Manager,Married,No,Y,2,46,1,168,4,Associates Degree,1,4,33,2,5,2,18789,9946,2,14,3,3,80,1,26,3,11,4,0,8
No,Travel_Rarely,25 - 34,Current Employees,Sales,Marketing,STAFF-1281,1281,Female,Sales Executive,Single,Yes,Y,3,34,1,131,2,Bachelor's Degree,1,3,86,3,2,1,4538,6039,0,12,3,4,80,0,4,3,3,2,0,2
No,Travel_Frequently,45 - 54,Current Employees,Sales,Life Sciences,STAFF-1282,1282,Male,Manager,Divorced,Yes,Y,5,51,1,237,9,Bachelor's Degree,1,4,83,3,5,2,19847,19196,4,24,4,1,80,1,31,2,29,10,11,10
No,Travel_Rarely,Over 55,Current Employees,R&D,Medical,STAFF-1283,1283,Male,Manufacturing Director,Single,No,Y,6,59,1,1429,18,Master's Degree,1,4,67,3,3,4,10512,20002,6,12,3,4,80,0,25,2,9,7,5,4
No,Travel_Frequently,25 - 34,Current Employees,R&D,Medical,STAFF-1285,1285,Female,Laboratory Technician,Divorced,No,Y,2,34,1,135,19,Bachelor's Degree,1,3,46,3,2,2,4444,22534,4,13,3,3,80,2,15,4,11,8,5,10
No,Travel_Frequently,25 - 34,Current Employees,R&D,Medical,STAFF-1286,1286,Male,Laboratory Technician,Single,Yes,Y,2,28,1,791,1,Master's Degree,1,4,44,3,1,3,2154,6842,0,11,3,3,80,0,5,2,4,2,0,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1288,1288,Male,Manager,Divorced,No,Y,4,44,1,1199,4,Associates Degree,1,3,92,4,5,1,19190,17477,1,14,3,4,80,2,26,2,25,9,14,13
No,Travel_Frequently,25 - 34,Current Employees,HR,Life Sciences,STAFF-1289,1289,Male,Human Resources,Married,No,Y,5,34,1,648,11,Bachelor's Degree,1,3,56,2,2,2,4490,21833,4,11,3,4,80,2,14,4,10,9,1,8
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1291,1291,Male,Research Scientist,Married,Yes,Y,3,35,1,735,6,High School,1,3,66,3,1,3,3506,6020,0,14,3,4,80,0,4,3,3,2,2,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,STAFF-1292,1292,Female,Research Scientist,Married,Yes,Y,2,42,1,603,7,Master's Degree,1,2,78,4,2,2,2372,5628,6,16,3,4,80,0,18,3,1,0,0,0
No,Travel_Rarely,35 - 44,Current Employees,Sales,Marketing,STAFF-1293,1293,Female,Sales Executive,Single,No,Y,3,43,1,531,4,Master's Degree,1,4,56,2,3,4,10231,20364,3,14,3,4,80,0,23,4,21,7,15,17
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1294,1294,Female,Manufacturing Director,Single,Yes,Y,2,36,1,429,2,Master's Degree,1,3,53,3,2,2,5410,2323,9,11,3,4,80,0,18,3,16,14,5,12
